           1     2.35249     2.35249           0
           2     2.19646     2.27448   0.0551638
           3     2.36882     2.30593   0.0448534
           4     2.35536     2.31828   0.0353013
           5     2.28701     2.31203   0.0287897
           6     2.18526      2.2909   0.0307828
           7     2.15861       2.272   0.0316596
           8     1.99796     2.23775   0.0423579
           9     2.30896     2.24566   0.0383834
          10     1.94347     2.21544    0.044891
          11     2.36225     2.22879    0.042748
          12     2.25528     2.23099   0.0392426
          13     1.99915     2.21316    0.040072
          14     2.17214     2.21023   0.0373166
          15     2.07684     2.20134   0.0358728
          16     2.13041      2.1969   0.0339036
          17     2.21105     2.19774   0.0319194
          18     2.15448     2.19533   0.0302365
          19     2.19699     2.19542   0.0286452
          20     2.14952     2.19313   0.0273048
          21     2.31339     2.19885   0.0265983
          22     2.21646     2.19965   0.0254013
          23     2.29285      2.2037    0.024618
          24     2.08353      2.1987   0.0240961
          25     2.18027     2.19796   0.0231436
          26     2.21845     2.19875   0.0222668
          27     2.24879      2.2006   0.0215191
          28     2.33297     2.20533   0.0212635
          29     2.31876     2.20924    0.020887
          30     2.13387     2.20673   0.0203413
          31     2.10177     2.20334   0.0199649
          32     2.18208     2.20268    0.019352
          33     2.31122     2.20597    0.019043
          34     2.11782     2.20337   0.0186586
          35     2.29981     2.20613   0.0183278
          36     1.99696     2.20032    0.018717
          37     2.06578     2.19668    0.018561
          38     2.02904     2.19227   0.0185895
          39     2.26065     2.19403   0.0181953
          40     2.25892     2.19565   0.0178126
          41     2.28564     2.19784   0.0175129
          42     2.07676     2.19496   0.0173316
          43     2.09506     2.19264   0.0170835
          44     2.19449     2.19268   0.0166953
          45     2.17225     2.19222   0.0163304
          46     2.27934     2.19412   0.0160849
          47     2.16064     2.19341   0.0157584
          48     2.30429     2.19572   0.0155985
          49     2.10452     2.19386   0.0153908
          50     2.24295     2.19484   0.0151143
