             40     -0.0429639       0.323664       0.075676
             40       0.698435       0.437231      0.0476946
             40       0.506031       0.438065      0.0252926
             40       0.393609       0.433762     0.00987118
             40       0.388204       0.398904     0.00705405
             40       0.353675       0.360665      0.0040339
             40       0.318109       0.314763     0.00307789
             40        0.28384       0.282636     0.00200454
             40       0.254917       0.248603     0.00189331
             40       0.220201       0.221641     0.00125187
             40       0.194153       0.196759    0.000882483
             40         1.3912       0.463599       0.131249
             40      -0.273183        0.46764      0.0585133
             40       0.171631       0.412814      0.0212265
             40       0.296797       0.427644      0.0138103
             40       0.333603       0.401118     0.00945038
             40       0.304896       0.361058     0.00519801
             40       0.289159       0.314446      0.0036475
             40       0.251511       0.277133     0.00267781
             40       0.243321       0.249193     0.00182952
             40       0.220312       0.218965     0.00155489
             40       0.198929       0.196681     0.00118654
