             40        0.91345       0.892031     0.00386157
             40       0.526407       0.549355      0.0032389
             40       0.284832       0.289921     0.00223463
             40       0.180538       0.169937      0.0010575
             40       0.114559       0.110895    0.000858383
             40      0.0815324      0.0802724    0.000565519
             40      0.0564224      0.0585823    0.000391855
             40       0.051154      0.0470685     0.00040522
             40       0.039774      0.0380391    0.000350003
             40       0.031462      0.0317369    0.000272991
             40      0.0270588      0.0272411    0.000260534
             40        0.88643       0.875672     0.00566816
             40       0.561343       0.545531     0.00575909
             40        0.27518       0.293674     0.00289137
             40       0.174903       0.172164     0.00126228
             40        0.12389       0.111167     0.00122972
             40      0.0839804      0.0778813    0.000669253
             40      0.0611152      0.0590635    0.000437319
             40      0.0464036       0.045892    0.000560064
             40      0.0424632      0.0386626    0.000468441
             40      0.0292836      0.0316441     0.00041926
             40       0.026212      0.0269075    0.000298013
