           1     7.55901     7.55901           0
           2     7.54997     7.55449  0.00319667
           3     7.55364     7.55421  0.00214356
           4     7.60441     7.56676   0.0109877
           5     7.66293     7.58599   0.0193196
           6     7.65127     7.59687   0.0189163
           7     7.56066      7.5917   0.0169067
           8     7.51389     7.58197   0.0173674
           9     7.57144      7.5808    0.015477
          10     7.57347     7.58007   0.0139467
          11     7.57436     7.57955   0.0126885
          12     7.58637     7.58012   0.0116438
          13     7.62324     7.58343   0.0112106
          14     7.61104     7.58541   0.0105818
          15      7.5403      7.5824   0.0102948
          16     7.58818     7.58276  0.00965774
          17     7.58452     7.58286  0.00909019
          18     7.60343     7.58401   0.0086567
          19     7.65359     7.58767  0.00894236
          20     7.62023      7.5893   0.0086422
          21     7.59434     7.58954  0.00823401
          22     7.69302     7.59424  0.00910462
          23      7.6398     7.59622  0.00892168
          24     7.60031     7.59639  0.00855157
          25     7.57605     7.59558  0.00824812
          26     7.61033     7.59615  0.00795037
          27     7.64391     7.59792  0.00785027
          28     7.58361      7.5974  0.00758651
          29      7.6143     7.59799  0.00734725
          30     7.61971     7.59871  0.00713793
          31     7.61802     7.59933  0.00693481
          32     7.58575     7.59891  0.00673107
          33     7.59108     7.59867  0.00653128
          34     7.54065     7.59697  0.00655835
          35     7.57263     7.59627  0.00640771
          36     7.54017     7.59471  0.00641644
          37     7.72081     7.59812  0.00709056
          38     7.55581     7.59701  0.00699086
          39     7.58464     7.59669  0.00681879
          40     7.67668     7.59869  0.00693535
