           1      1.3922      1.3922           0
           2      1.3922      1.3922  3.1575e-07
           3     1.39217     1.39219 8.14438e-06
           4     1.39214     1.39218 1.08962e-05
           5     1.39221     1.39218 1.08927e-05
           6     1.39227      1.3922  1.6684e-05
           7     1.39222      1.3922 1.47368e-05
           8     1.39218      1.3922 1.31346e-05
           9     1.39215     1.39219 1.28657e-05
          10     1.39213     1.39219 1.29529e-05
          11     1.39222     1.39219 1.20998e-05
          12     1.39221     1.39219  1.1244e-05
          13     1.39222     1.39219 1.06293e-05
          14     1.39225      1.3922  1.0485e-05
          15     1.39212     1.39219 1.11469e-05
          16     1.39218     1.39219 1.04696e-05
          17     1.39211     1.39219 1.09577e-05
          18      1.3921     1.39218 1.12708e-05
          19     1.39218     1.39218 1.06843e-05
          20     1.39219     1.39218 1.01513e-05
          21     1.39218     1.39218  9.6687e-06
          22     1.39222     1.39218 9.34564e-06
          23     1.39224     1.39219 9.29775e-06
          24      1.3923     1.39219   1.012e-05
          25     1.39223     1.39219  9.8611e-06
          26     1.39229      1.3922  1.0193e-05
          27      1.3921     1.39219 1.04134e-05
          28     1.39205     1.39219 1.11577e-05
          29       1.392     1.39218 1.25822e-05
          30     1.39211     1.39218 1.23747e-05
          31     1.39218     1.39218 1.19759e-05
          32      1.3921     1.39218 1.18588e-05
          33     1.39206     1.39217 1.20457e-05
          34     1.39208     1.39217 1.20009e-05
          35     1.39209     1.39217  1.1902e-05
          36     1.39205     1.39216 1.20182e-05
          37     1.39212     1.39216 1.17496e-05
          38     1.39215     1.39216 1.14498e-05
          39     1.39217     1.39216 1.11598e-05
          40     1.39209     1.39216 1.10464e-05
          41     1.39205     1.39216 1.11001e-05
          42     1.39218     1.39216 1.08454e-05
          43      1.3922     1.39216 1.06339e-05
          44     1.39221     1.39216 1.04451e-05
          45     1.39221     1.39216 1.02756e-05
          46     1.39214     1.39216 1.00601e-05
          47     1.39204     1.39216 1.01545e-05
          48     1.39207     1.39216 1.01204e-05
          49      1.3921     1.39216 9.98671e-06
          50     1.39211     1.39216 9.83418e-06
